device_id,timestamp,spindle_current,spindle_power,feed_velocity,machining_process,tool_condition
34,2025-01-01 08:47:00,18.2041,0.2643,16.0446,Layer 2 Up,1
34,2025-01-01 08:48:00,-9.9521,0.2063,14.8233,Layer 1 Down,1
34,2025-01-01 08:49:00,19.0278,0.2609,15.834,Layer 1 Up,1
34,2025-01-01 08:50:00,14.7792,0.1182,22.488,Layer 2 Up,1
34,2025-01-01 08:51:00,18.5279,0.2353,20.0436,Layer 2 Down,1
34,2025-01-01 08:53:00,5.9724,0.15,15.4267,Layer 1 Down,1
34,2025-01-01 08:54:00,36.1502,0.1475,4.5975,Layer 2 Down,1
34,2025-01-01 08:55:00,9.4617,0.2218,14.3591,Layer 1 Up,1
34,2025-01-01 08:56:00,17.3837,0.2199,20.7012,Layer 2 Down,1
34,2025-01-01 08:57:00,14.0774,0.2961,16.5871,Layer 1 Down,1
34,2025-01-01 08:58:00,18.5726,0.2886,7.0791,Layer 1 Up,1
34,2025-01-01 08:59:00,4.5356,0.1561,9.2872,Layer 1 Up,1
34,2025-01-01 09:00:00,28.1909,0.2087,10.8173,Layer 2 Down,1
34,2025-01-01 09:01:00,17.4756,0.2359,8.2933,Layer 1 Down,1
34,2025-01-01 09:03:00,15.5699,0.2237,18.9662,Layer 2 Down,1
34,2025-01-01 09:04:00,18.6254,0.1602,8.1944,Layer 1 Down,1
34,2025-01-01 09:05:00,36.4639,0.2564,23.668,Layer 1 Down,1
34,2025-01-01 09:07:00,9.6959,0.1851,23.5038,Layer 1 Down,1
34,2025-01-01 09:09:00,28.941,0.3189,16.2133,Layer 1 Down,1
34,2025-01-01 09:10:00,29.4291,0.212,15.0253,Layer 2 Up,1
34,2025-01-01 09:11:00,14.5056,0.1829,19.7563,Layer 1 Down,1
34,2025-01-01 09:13:00,39.4674,0.2663,22.2092,Layer 1 Up,1
34,2025-01-01 09:14:00,19.5079,0.2942,14.8969,Layer 2 Down,1
34,2025-01-01 09:15:00,28.6613,0.2387,14.1184,Layer 1 Down,1
34,2025-01-01 09:16:00,12.6533,0.2136,13.3618,Layer 1 Down,1
34,2025-01-01 09:17:00,17.4513,0.2165,19.0674,Layer 3 Up,1
34,2025-01-01 09:18:00,22.6845,0.1866,17.0414,Layer 3 Up,1
34,2025-01-01 09:19:00,20.8313,0.3236,13.6985,Layer 1 Up,1
34,2025-01-01 09:20:00,13.3012,0.2399,8.9587,Layer 2 Down,1
34,2025-01-01 09:21:00,14.3656,0.3326,14.6094,Layer 2 Up,1
34,2025-01-01 09:22:00,23.194,0.2099,22.6333,Layer 3 Up,1
34,2025-01-01 09:23:00,25.3609,0.2166,13.5234,Layer 1 Up,1
34,2025-01-01 09:24:00,18.0648,0.1138,19.6164,Layer 1 Down,1
34,2025-01-01 09:25:00,31.9401,0.2374,11.5048,Layer 2 Down,1
34,2025-01-01 09:26:00,18.5035,0.2832,19.1857,Layer 1 Up,1
34,2025-01-01 09:27:00,37.3736,0.3146,11.3691,Layer 1 Up,1
34,2025-01-01 09:28:00,5.5082,0.2797,17.8757,Layer 3 Up,1
34,2025-01-01 09:29:00,26.8415,0.1242,15.9832,Layer 3 Up,1
34,2025-01-01 09:30:00,15.099,0.1803,17.693,Layer 2 Down,1
34,2025-01-01 09:31:00,10.9894,0.1735,23.9184,Layer 1 Up,1
34,2025-01-01 09:32:00,21.157,0.2862,22.9833,Layer 1 Up,1
34,2025-01-01 09:33:00,4.1358,0.2174,9.8484,Layer 1 Down,1
34,2025-01-01 09:34:00,25.2685,0.2164,7.2135,Layer 2 Down,1
34,2025-01-01 09:35:00,49.7316,0.2511,20.8676,Layer 1 Up,1
34,2025-01-01 09:36:00,19.3486,0.1198,9.5853,Layer 2 Up,1
34,2025-01-01 09:38:00,20.1253,0.2986,23.2505,Layer 2 Up,1
34,2025-01-01 09:39:00,34.0017,0.2301,14.6521,Layer 3 Up,1
34,2025-01-01 09:40:00,24.8693,0.2824,19.9506,Layer 1 Down,1
34,2025-01-01 09:41:00,37.8495,0.3385,11.7211,Layer 2 Up,1
34,2025-01-01 09:42:00,16.221,0.2743,18.4153,Layer 1 Up,1
34,2025-01-01 09:43:00,22.9052,0.0464,16.014,Layer 2 Up,1
34,2025-01-01 09:44:00,17.0877,0.299,14.4209,Layer 2 Down,1
34,2025-01-01 09:45:00,15.8005,0.2673,9.1687,Layer 2 Down,1
34,2025-01-01 09:46:00,27.0523,0.1446,13.1782,Layer 1 Down,1
34,2025-01-01 09:47:00,40.4638,0.2475,15.2344,Layer 2 Up,1
34,2025-01-01 09:48:00,13.3692,0.0946,15.4307,Layer 1 Down,1
34,2025-01-01 09:49:00,13.1132,0.2276,9.7205,Layer 1 Up,1
34,2025-01-01 09:50:00,12.1509,0.2199,6.1494,Layer 2 Up,1
34,2025-01-01 09:51:00,24.1012,0.1338,12.6663,Layer 2 Down,1
34,2025-01-01 09:52:00,28.1551,0.3025,-1.6029,Layer 2 Up,1
34,2025-01-01 09:53:00,19.4771,0.1111,8.9559,Layer 2 Up,1
34,2025-01-01 09:54:00,40.2392,0.2503,10.6914,Layer 2 Up,1
34,2025-01-01 09:55:00,35.6446,0.2717,3.8343,Layer 2 Up,1
34,2025-01-01 09:57:00,26.7284,0.2545,15.459,Layer 1 Up,1
34,2025-01-01 09:58:00,22.0668,0.1966,14.7034,Layer 1 Down,1
34,2025-01-01 09:59:00,23.7267,0.3633,16.5071,Layer 1 Down,1
35,2025-01-01 08:00:00,5.4266,0.2386,9.1569,Layer 3 Up,1
35,2025-01-01 08:01:00,28.913,0.2706,-1.7465,Layer 2 Up,1
35,2025-01-01 08:02:00,24.5942,0.3526,2.7219,Layer 1 Up,1
35,2025-01-01 08:03:00,5.7219,0.3359,10.4577,Layer 2 Down,1
35,2025-01-01 08:05:00,11.0901,0.305,5.5253,Layer 1 Up,1
35,2025-01-01 08:06:00,57.9329,0.3633,12.4089,Layer 3 Up,1
35,2025-01-01 08:07:00,24.104,0.2698,12.4722,Layer 1 Up,1
35,2025-01-01 08:08:00,18.6046,0.4409,8.4756,Layer 1 Down,1
35,2025-01-01 08:09:00,26.221,0.367,10.5123,Layer 2 Up,1
35,2025-01-01 08:10:00,18.0007,0.2708,13.204,Layer 2 Up,1
35,2025-01-01 08:11:00,30.8483,0.2465,9.2892,Layer 3 Up,1
35,2025-01-01 08:13:00,-11.0445,0.349,4.3719,Layer 1 Down,1
35,2025-01-01 08:14:00,28.6767,0.3011,12.6665,Layer 3 Up,1
35,2025-01-01 08:15:00,23.4417,0.1863,10.4689,Layer 2 Up,1
35,2025-01-01 08:16:00,7.7298,0.2908,11.2121,Layer 3 Up,1
35,2025-01-01 08:17:00,24.4707,0.3355,5.8963,Layer 1 Down,1
35,2025-01-01 08:18:00,4.3939,0.2923,6.5904,Layer 1 Down,1
35,2025-01-01 08:19:00,30.0249,0.344,6.1145,Layer 2 Up,1
35,2025-01-01 08:20:00,33.713,0.3609,17.9062,Layer 2 Down,1
35,2025-01-01 08:21:00,17.8609,0.2494,2.2043,Layer 1 Up,1
35,2025-01-01 08:22:00,15.7104,0.2679,5.4751,Layer 2 Up,1
35,2025-01-01 08:23:00,27.9483,0.3429,12.1249,Layer 2 Up,1
35,2025-01-01 08:24:00,8.4646,0.3568,11.4852,Layer 1 Up,1
35,2025-01-01 08:25:00,11.5144,0.3445,13.7834,Layer 1 Down,1
35,2025-01-01 08:26:00,22.3236,0.272,9.2359,Layer 1 Up,1
35,2025-01-01 08:27:00,1.8454,0.2475,13.8165,Layer 3 Up,1
35,2025-01-01 08:28:00,24.1157,0.2323,10.6352,Layer 2 Down,1
35,2025-01-01 08:29:00,13.1587,0.2753,8.0187,Layer 1 Down,1
35,2025-01-01 08:30:00,29.6879,0.2158,3.4812,Layer 2 Down,1
35,2025-01-01 08:31:00,18.4459,0.2947,13.0104,Layer 1 Down,1
35,2025-01-01 08:32:00,21.288,0.3437,6.1486,Layer 1 Down,1
35,2025-01-01 08:33:00,28.3171,0.3283,14.4187,Layer 3 Up,1
35,2025-01-01 08:34:00,10.4408,0.2263,8.0361,Layer 1 Up,1
35,2025-01-01 08:35:00,23.7204,0.2926,9.0102,Layer 2 Up,1
35,2025-01-01 08:36:00,32.837,0.2425,7.7219,Layer 2 Up,1
35,2025-01-01 08:37:00,36.3244,0.1278,10.876,Layer 2 Down,1
35,2025-01-01 08:38:00,25.4427,0.3152,11.8359,Layer 2 Up,1
35,2025-01-01 08:40:00,10.4065,0.2357,14.9567,Layer 2 Down,1
35,2025-01-01 08:42:00,33.3963,0.3199,12.0969,Layer 1 Up,1
35,2025-01-01 08:43:00,17.063,0.2776,15.0918,Layer 2 Up,1
35,2025-01-01 08:44:00,18.7257,0.2627,14.7364,Layer 1 Down,1
35,2025-01-01 08:46:00,27.4759,0.3798,12.4403,Layer 1 Up,1
35,2025-01-01 08:47:00,29.5455,0.2882,7.6454,Layer 1 Up,1
35,2025-01-01 08:48:00,1.9806,0.241,13.1997,Layer 1 Down,1
35,2025-01-01 08:49:00,17.8572,0.4151,12.0299,Layer 1 Down,1
35,2025-01-01 08:50:00,13.7167,0.2624,9.861,Layer 1 Up,1
35,2025-01-01 08:52:00,24.6252,0.203,13.025,Layer 1 Down,1
35,2025-01-01 08:53:00,8.6119,0.2173,12.0631,Layer 2 Up,1
35,2025-01-01 08:54:00,40.295,0.271,9.1814,Layer 3 Up,1
35,2025-01-01 08:55:00,23.4875,0.2547,6.868,Layer 3 Up,1
35,2025-01-01 08:57:00,28.466,0.3492,8.753,Layer 3 Up,1
35,2025-01-01 08:58:00,18.6985,0.2298,7.2364,Layer 2 Up,1
35,2025-01-01 09:01:00,13.1919,0.4031,18.1032,Layer 3 Up,1
35,2025-01-01 09:02:00,24.8311,0.281,14.2061,Layer 1 Down,1
35,2025-01-01 09:03:00,9.2224,0.398,2.6418,Layer 1 Up,1
35,2025-01-01 09:04:00,38.1945,0.4047,8.7284,Layer 3 Up,1
35,2025-01-01 09:05:00,7.4958,0.2877,17.1475,Layer 2 Up,1
35,2025-01-01 09:06:00,16.059,0.2935,19.923,Layer 1 Down,1
35,2025-01-01 09:07:00,5.5516,0.2967,10.2954,Layer 2 Up,1
35,2025-01-01 09:08:00,12.5688,0.3504,14.5752,Layer 3 Up,1
35,2025-01-01 09:09:00,37.7681,0.2167,1.4823,Layer 2 Down,1
35,2025-01-01 09:10:00,37.3982,0.2226,5.2508,Layer 2 Down,1
35,2025-01-01 09:11:00,24.9314,0.3511,13.986,Layer 3 Up,1
35,2025-01-01 09:12:00,19.4441,0.4035,10.2374,Layer 2 Down,1
35,2025-01-01 09:13:00,2.7311,0.3436,6.2134,Layer 1 Down,1
35,2025-01-01 09:15:00,41.3142,0.3556,13.1658,Layer 1 Up,1
35,2025-01-01 09:16:00,10.8377,0.3467,4.1477,Layer 1 Down,1
35,2025-01-01 09:17:00,16.1144,0.2787,9.6445,Layer 1 Up,1
35,2025-01-01 09:18:00,18.0163,0.2466,15.73,Layer 3 Up,1
35,2025-01-01 09:19:00,19.8728,0.2108,15.628,Layer 2 Down,1
35,2025-01-01 09:20:00,33.4162,0.3509,10.1857,Layer 1 Up,1
35,2025-01-01 09:21:00,6.6106,0.3343,9.3658,Layer 2 Down,1
35,2025-01-01 09:22:00,6.5658,0.2396,5.0501,Layer 2 Down,1
35,2025-01-01 09:23:00,21.6787,0.3125,7.3514,Layer 1 Down,1
35,2025-01-01 09:24:00,32.5554,0.3712,9.2532,Layer 2 Up,1
35,2025-01-01 09:26:00,22.7421,0.1938,10.1829,Layer 1 Up,1
35,2025-01-01 09:27:00,27.4332,0.2313,18.3442,Layer 2 Down,1
35,2025-01-01 09:28:00,32.4517,0.3601,7.7951,Layer 2 Up,1
35,2025-01-01 09:29:00,21.4923,0.2786,8.8624,Layer 1 Up,1
35,2025-01-01 09:30:00,-4.3379,0.265,13.7114,Layer 3 Up,1
35,2025-01-01 09:31:00,29.7563,0.3897,7.3819,Layer 1 Up,1
35,2025-01-01 09:32:00,13.7919,0.2456,4.1676,Layer 3 Up,1
35,2025-01-01 09:34:00,17.1007,0.3222,8.2992,Layer 2 Down,1
35,2025-01-01 09:35:00,25.2731,0.3535,2.9898,Layer 1 Up,1
35,2025-01-01 09:36:00,16.086,0.3048,10.3637,Layer 3 Up,1
35,2025-01-01 09:37:00,29.8659,0.2585,6.4523,Layer 1 Up,1
35,2025-01-01 09:38:00,29.5626,0.2588,14.4402,Layer 1 Down,1
35,2025-01-01 09:39:00,25.2408,0.3699,11.0781,Layer 1 Down,1
35,2025-01-01 09:40:00,3.9996,0.2624,16.363,Layer 3 Up,1
35,2025-01-01 09:41:00,31.5975,0.2642,6.826,Layer 2 Down,1
35,2025-01-01 09:42:00,0.9824,0.3068,24.0136,Layer 3 Up,1
35,2025-01-01 09:43:00,20.8353,0.356,11.4248,Layer 1 Down,1
35,2025-01-01 09:44:00,10.9265,0.1691,8.1857,Layer 2 Up,1
35,2025-01-01 09:45:00,23.668,0.3619,5.5655,Layer 1 Down,1
35,2025-01-01 09:46:00,11.1217,0.3057,9.3551,Layer 2 Down,1
35,2025-01-01 09:47:00,13.0773,0.2479,7.7378,Layer 3 Up,1
35,2025-01-01 09:48:00,4.6225,0.3285,13.0957,Layer 2 Up,1
35,2025-01-01 09:49:00,17.5462,0.3263,12.6989,Layer 2 Up,1
35,2025-01-01 09:50:00,12.1669,0.2602,14.2936,Layer 2 Down,1
35,2025-01-01 09:51:00,21.2556,0.2616,6.0124,Layer 1 Down,1
35,2025-01-01 09:52:00,34.253,0.3646,10.9791,Layer 1 Down,1
35,2025-01-01 09:53:00,11.6293,0.2319,9.5345,Layer 1 Up,1
35,2025-01-01 09:54:00,24.8511,0.3314,15.2418,Layer 1 Up,1
35,2025-01-01 09:56:00,20.3172,0.2403,5.3953,Layer 1 Up,1
35,2025-01-01 09:57:00,25.4891,0.376,3.6468,Layer 2 Down,1
35,2025-01-01 09:58:00,25.2895,0.2489,16.5481,Layer 3 Up,1
36,2025-01-01 08:01:00,16.3575,0.1169,14.0166,Layer 1 Down,1
36,2025-01-01 08:02:00,25.7253,0.1338,19.1893,Layer 2 Up,1
36,2025-01-01 08:04:00,22.7769,0.1929,12.8645,Layer 1 Up,1
36,2025-01-01 08:05:00,26.3864,0.1734,11.3839,Layer 2 Up,1
36,2025-01-01 08:06:00,15.9958,0.3097,21.1897,Layer 2 Down,1
36,2025-01-01 08:07:00,-1.2136,0.1987,16.8174,Layer 3 Up,1
36,2025-01-01 08:08:00,1.303,0.2599,8.0595,Layer 2 Down,1
36,2025-01-01 08:09:00,5.1027,0.229,12.5409,Layer 2 Down,1
36,2025-01-01 08:10:00,25.6764,0.1996,12.412,Layer 1 Up,1
36,2025-01-01 08:11:00,13.8713,0.2948,11.3347,Layer 2 Down,1
36,2025-01-01 08:12:00,10.8195,0.3017,13.332,Layer 2 Up,1
36,2025-01-01 08:13:00,21.3964,0.2725,12.0675,Layer 2 Down,1
36,2025-01-01 08:14:00,12.2719,0.3251,16.4391,Layer 2 Down,1
36,2025-01-01 08:15:00,9.9022,0.3665,12.8922,Layer 1 Down,1
36,2025-01-01 08:16:00,15.7582,0.2673,19.1008,Layer 2 Down,1
36,2025-01-01 08:17:00,15.1233,0.2714,13.2001,Layer 2 Up,1
36,2025-01-01 08:18:00,13.0812,0.226,11.881,Layer 2 Up,1
36,2025-01-01 08:19:00,26.955,0.2454,18.1769,Layer 2 Down,1
36,2025-01-01 08:20:00,27.4542,0.1939,9.7052,Layer 1 Down,1
36,2025-01-01 08:21:00,10.8618,0.1586,16.1019,Layer 2 Down,1
36,2025-01-01 08:22:00,27.2211,0.2259,19.4326,Layer 2 Down,1
36,2025-01-01 08:23:00,30.4002,0.1637,14.5385,Layer 2 Up,1
36,2025-01-01 08:24:00,8.4604,0.0996,7.3461,Layer 1 Down,1
36,2025-01-01 08:26:00,7.7674,0.2217,8.2719,Layer 1 Down,1
36,2025-01-01 08:27:00,16.2778,0.2197,9.6245,Layer 3 Up,1
36,2025-01-01 08:28:00,36.6952,0.3108,9.8679,Layer 3 Up,1
36,2025-01-01 08:29:00,7.8744,0.3,12.4615,Layer 1 Down,1
36,2025-01-01 08:32:00,15.4639,0.2206,4.9401,Layer 2 Up,1
36,2025-01-01 08:33:00,26.6421,0.1803,12.6661,Layer 2 Up,1
36,2025-01-01 08:34:00,35.8739,0.1897,7.2762,Layer 1 Down,1
36,2025-01-01 08:35:00,24.065,0.1817,9.9724,Layer 2 Down,1
36,2025-01-01 08:37:00,16.3436,0.113,12.6212,Layer 3 Up,1
36,2025-01-01 08:39:00,20.5926,0.1261,12.6359,Layer 2 Down,1
36,2025-01-01 08:40:00,5.4074,0.2027,21.9075,Layer 1 Up,1
36,2025-01-01 08:41:00,10.4697,0.2689,19.2659,Layer 1 Up,1
36,2025-01-01 08:42:00,32.9934,0.2522,8.7467,Layer 1 Up,1
36,2025-01-01 08:43:00,46.518,0.1029,19.7137,Layer 3 Up,1
36,2025-01-01 08:44:00,35.6148,0.1726,19.9145,Layer 2 Down,1
36,2025-01-01 08:45:00,20.9961,0.3322,16.478,Layer 1 Down,1
36,2025-01-01 08:46:00,4.8966,0.162,8.7473,Layer 1 Up,1
36,2025-01-01 08:47:00,24.022,0.2618,13.4341,Layer 2 Down,1
36,2025-01-01 08:48:00,25.6681,0.2905,21.8646,Layer 3 Up,1
36,2025-01-01 08:49:00,18.772,0.1839,7.0312,Layer 1 Down,1
36,2025-01-01 08:53:00,-6.6887,0.229,12.6287,Layer 2 Down,1
36,2025-01-01 08:54:00,34.6253,0.175,15.0757,Layer 1 Down,1
36,2025-01-01 08:55:00,29.4544,0.2799,12.7719,Layer 2 Down,1
36,2025-01-01 08:56:00,9.5114,0.2096,6.9869,Layer 2 Up,1
36,2025-01-01 08:57:00,-6.7158,0.2398,17.3773,Layer 2 Down,1
36,2025-01-01 08:58:00,15.4436,0.2199,15.5953,Layer 3 Up,1
36,2025-01-01 08:59:00,28.6545,0.164,14.1587,Layer 2 Up,1
36,2025-01-01 09:00:00,18.3376,0.2372,6.7567,Layer 1 Up,1
36,2025-01-01 09:01:00,5.6184,0.2137,11.6092,Layer 3 Up,1
36,2025-01-01 09:02:00,17.3272,0.2033,20.3674,Layer 1 Down,1
36,2025-01-01 09:03:00,31.6033,0.2653,8.299,Layer 3 Up,1
36,2025-01-01 09:04:00,18.5711,0.1566,9.3517,Layer 3 Up,1
36,2025-01-01 09:05:00,13.818,0.1361,13.7576,Layer 1 Down,1
36,2025-01-01 09:06:00,17.8998,0.2868,5.53,Layer 1 Up,1
36,2025-01-01 09:07:00,33.522,0.319,4.5024,Layer 1 Down,1
36,2025-01-01 09:08:00,17.2739,0.2351,8.2603,Layer 2 Up,1
36,2025-01-01 09:09:00,15.7947,0.1923,0.4369,Layer 2 Up,1
36,2025-01-01 09:10:00,20.8002,0.1185,2.7792,Layer 3 Up,1
36,2025-01-01 09:13:00,6.5224,0.278,14.2354,Layer 1 Down,1
36,2025-01-01 09:14:00,27.303,0.2134,11.36,Layer 2 Up,1
36,2025-01-01 09:15:00,33.9752,0.232,17.3482,Layer 1 Down,1
36,2025-01-01 09:16:00,25.9665,0.0596,14.0237,Layer 1 Up,1
36,2025-01-01 09:17:00,14.8187,0.3016,10.7678,Layer 2 Up,1
36,2025-01-01 09:19:00,26.5732,0.2634,12.7806,Layer 2 Up,1
36,2025-01-01 09:20:00,-6.6902,0.1397,14.8498,Layer 2 Up,1
36,2025-01-01 09:21:00,-1.4497,0.2499,11.1353,Layer 2 Down,1
36,2025-01-01 09:23:00,-5.2281,0.1193,15.3013,Layer 3 Up,1
36,2025-01-01 09:24:00,6.4687,0.2262,16.9108,Layer 3 Up,1
36,2025-01-01 09:25:00,20.5342,0.1174,19.0859,Layer 1 Up,1
36,2025-01-01 09:27:00,12.2921,0.2532,18.2503,Layer 1 Up,1
36,2025-01-01 09:28:00,10.0262,0.2411,9.0841,Layer 2 Down,1
36,2025-01-01 09:29:00,-2.2481,0.2731,18.1855,Layer 1 Up,1
36,2025-01-01 09:30:00,34.1759,0.2255,14.8873,Layer 1 Up,1
36,2025-01-01 09:31:00,15.7698,0.2569,19.2677,Layer 1 Down,1
36,2025-01-01 09:32:00,28.0698,0.2675,11.8547,Layer 2 Down,1
36,2025-01-01 09:34:00,5.9031,0.2342,14.0473,Layer 2 Up,1
36,2025-01-01 09:35:00,26.076,0.2124,19.3994,Layer 2 Up,1
36,2025-01-01 09:36:00,23.1791,0.1769,3.2283,Layer 2 Up,1
36,2025-01-01 09:37:00,16.9679,0.3678,13.9017,Layer 1 Down,1
36,2025-01-01 09:38:00,19.9665,0.2866,10.6056,Layer 1 Down,1
36,2025-01-01 09:39:00,5.6632,0.2976,9.1352,Layer 2 Down,1
36,2025-01-01 09:40:00,13.3361,0.2626,5.1472,Layer 1 Down,1
36,2025-01-01 09:43:00,32.3402,0.1576,17.526,Layer 2 Up,1
36,2025-01-01 09:44:00,24.3263,0.2199,12.925,Layer 2 Down,1
36,2025-01-01 09:45:00,29.8617,0.1806,13.3069,Layer 2 Down,1
36,2025-01-01 09:46:00,17.1015,0.2498,17.8437,Layer 3 Up,1
36,2025-01-01 09:47:00,4.3153,0.2871,12.7832,Layer 1 Up,1
36,2025-01-01 09:48:00,16.5836,0.2807,15.23,Layer 1 Up,1
36,2025-01-01 09:49:00,28.5443,0.2157,14.014,Layer 1 Down,1
36,2025-01-01 09:50:00,19.1884,0.1329,11.4157,Layer 2 Up,1
36,2025-01-01 09:52:00,25.2379,0.2947,7.9411,Layer 2 Down,1
36,2025-01-01 09:53:00,17.3348,0.2247,10.9215,Layer 2 Down,1
36,2025-01-01 09:55:00,22.0904,0.1626,16.6439,Layer 1 Down,1
36,2025-01-01 09:56:00,14.2256,0.219,18.6893,Layer 2 Down,1
36,2025-01-01 09:57:00,37.1588,0.208,8.8081,Layer 1 Up,1
36,2025-01-01 09:58:00,21.0849,0.1869,15.6504,Layer 3 Up,1
36,2025-01-01 09:59:00,26.1905,0.2977,17.0441,Layer 1 Down,1
37,2025-01-01 08:00:00,29.9849,0.2422,14.4343,Layer 2 Down,1
37,2025-01-01 08:01:00,16.3283,0.2347,18.8033,Layer 1 Up,1
37,2025-01-01 08:03:00,30.3251,0.1563,25.8997,Layer 2 Up,1
37,2025-01-01 08:04:00,14.7012,0.2341,13.2619,Layer 1 Down,1
37,2025-01-01 08:05:00,9.7748,0.1974,12.858,Layer 1 Down,1
37,2025-01-01 08:07:00,37.5195,0.2461,23.9505,Layer 1 Up,1
37,2025-01-01 08:08:00,17.1311,0.1424,13.5774,Layer 3 Up,1
37,2025-01-01 08:09:00,13.1446,0.0989,21.6595,Layer 2 Up,1
37,2025-01-01 08:11:00,21.9731,0.1524,20.242,Layer 1 Up,1
37,2025-01-01 08:12:00,14.1577,0.1757,9.6155,Layer 2 Down,1
37,2025-01-01 08:13:00,10.281,0.2353,13.5121,Layer 2 Down,1
37,2025-01-01 08:14:00,22.3948,0.1214,14.9961,Layer 3 Up,1
37,2025-01-01 08:15:00,13.8938,0.2852,6.6886,Layer 2 Down,1
37,2025-01-01 08:16:00,23.4181,0.2643,11.9555,Layer 1 Down,1
37,2025-01-01 08:17:00,18.1981,0.1298,17.5319,Layer 1 Down,1
37,2025-01-01 08:19:00,11.8003,0.2957,14.498,Layer 1 Down,1
37,2025-01-01 08:20:00,13.6096,0.1276,26.6,Layer 2 Down,1
37,2025-01-01 08:21:00,23.344,0.2166,20.2324,Layer 1 Down,1
37,2025-01-01 08:22:00,19.6053,0.14,1.6148,Layer 1 Down,1
37,2025-01-01 08:23:00,31.5296,0.1126,23.5771,Layer 1 Down,1
37,2025-01-01 08:24:00,28.6955,0.27,6.4814,Layer 1 Up,1
37,2025-01-01 08:25:00,17.264,0.2073,11.8071,Layer 2 Up,1
37,2025-01-01 08:26:00,19.608,0.2414,13.2463,Layer 1 Down,1
37,2025-01-01 08:27:00,16.8272,0.2781,20.4965,Layer 1 Up,1
37,2025-01-01 08:29:00,17.4841,0.1713,21.3774,Layer 1 Up,1
37,2025-01-01 08:30:00,28.2311,0.3168,5.9316,Layer 1 Up,1
37,2025-01-01 08:31:00,21.6938,0.1612,8.1059,Layer 2 Up,1
37,2025-01-01 08:32:00,18.6227,0.1758,15.3647,Layer 1 Up,1
37,2025-01-01 08:33:00,15.3324,0.1452,11.1604,Layer 2 Down,1
37,2025-01-01 08:34:00,26.6103,0.1263,11.9163,Layer 2 Up,1
37,2025-01-01 08:35:00,22.8585,0.24,12.1422,Layer 3 Up,1
37,2025-01-01 08:37:00,17.4783,0.1959,21.0453,Layer 1 Up,1
37,2025-01-01 08:38:00,27.6616,0.2177,15.9646,Layer 1 Up,1
37,2025-01-01 08:39:00,36.7607,0.2951,9.7834,Layer 3 Up,1
37,2025-01-01 08:40:00,33.7859,0.2379,15.3171,Layer 2 Down,1
37,2025-01-01 08:41:00,7.0568,0.2553,26.4791,Layer 2 Down,1
37,2025-01-01 08:42:00,31.4784,0.1764,16.363,Layer 2 Down,1
37,2025-01-01 08:43:00,13.0507,0.0952,16.5031,Layer 2 Down,1
37,2025-01-01 08:44:00,14.4511,0.2193,17.5051,Layer 1 Up,1
37,2025-01-01 08:45:00,10.6914,0.3123,10.1129,Layer 3 Up,1
37,2025-01-01 08:46:00,13.1254,0.2036,12.7135,Layer 1 Down,1
37,2025-01-01 08:47:00,18.1268,0.1382,13.3908,Layer 1 Down,1
37,2025-01-01 08:48:00,22.1263,0.3688,8.6812,Layer 3 Up,1
37,2025-01-01 08:49:00,20.6119,0.199,18.3848,Layer 1 Up,1
37,2025-01-01 08:51:00,4.0664,0.2373,15.6675,Layer 3 Up,1
37,2025-01-01 08:52:00,12.3396,0.308,5.5491,Layer 2 Down,1
37,2025-01-01 08:54:00,10.7851,0.276,10.1845,Layer 3 Up,1
37,2025-01-01 08:55:00,6.4491,0.2618,14.0052,Layer 1 Up,1
37,2025-01-01 08:56:00,23.8255,0.231,10.3496,Layer 2 Up,1
37,2025-01-01 08:57:00,20.3011,0.1879,17.5612,Layer 1 Down,1
37,2025-01-01 08:58:00,26.4067,0.1628,6.2794,Layer 3 Up,1
37,2025-01-01 08:59:00,17.6652,0.0804,12.01,Layer 1 Up,1
37,2025-01-01 09:00:00,13.1227,0.2195,8.9881,Layer 1 Down,1
37,2025-01-01 09:03:00,15.1531,0.2701,11.6512,Layer 2 Down,1
37,2025-01-01 09:04:00,20.4127,0.2151,16.6183,Layer 2 Up,1
37,2025-01-01 09:05:00,22.7101,0.1445,23.0913,Layer 1 Up,1
37,2025-01-01 09:06:00,28.2561,0.3456,20.0049,Layer 1 Down,1
37,2025-01-01 09:07:00,11.0746,0.1602,18.2073,Layer 3 Up,1
37,2025-01-01 09:08:00,33.2752,0.244,13.0466,Layer 3 Up,1
37,2025-01-01 09:09:00,9.6399,0.2002,8.8471,Layer 1 Up,1
37,2025-01-01 09:10:00,5.6002,0.1759,18.5567,Layer 1 Down,1
37,2025-01-01 09:11:00,2.6888,0.0956,14.885,Layer 3 Up,1
37,2025-01-01 09:12:00,-8.4481,0.243,17.0127,Layer 1 Up,1
37,2025-01-01 09:14:00,30.8412,0.2969,17.4344,Layer 1 Down,1
37,2025-01-01 09:15:00,22.8868,0.174,9.8985,Layer 1 Down,1
37,2025-01-01 09:16:00,14.0591,0.2321,13.8445,Layer 2 Down,1
37,2025-01-01 09:18:00,27.0931,0.1284,11.8305,Layer 1 Down,1
37,2025-01-01 09:19:00,17.966,0.3402,20.7573,Layer 1 Up,1
37,2025-01-01 09:20:00,28.8064,0.2159,10.9971,Layer 1 Up,1
37,2025-01-01 09:21:00,26.0372,0.3381,5.9117,Layer 2 Down,1
